date,state,cases,deaths
2020-01-21,WA,1,0
2020-01-22,WA,1,0
2020-01-23,WA,1,0
2020-01-24,IL,1,0
2020-01-24,WA,1,0
2020-01-25,CA,1,0
2020-01-25,IL,1,0
2020-01-25,WA,1,0
2020-01-26,AZ,1,0
2020-01-26,CA,2,0
2020-01-26,IL,1,0
2020-01-26,WA,1,0
2020-01-27,AZ,1,0
2020-01-27,CA,2,0
2020-01-27,IL,1,0
2020-01-27,WA,1,0
2020-01-28,AZ,1,0
2020-01-28,CA,2,0
2020-01-28,IL,1,0
2020-01-28,WA,1,0
2020-01-29,AZ,1,0
2020-01-29,CA,2,0
2020-01-29,IL,1,0
2020-01-29,WA,1,0
2020-01-30,AZ,1,0
2020-01-30,CA,2,0
2020-01-30,IL,2,0
2020-01-30,WA,1,0
2020-01-31,AZ,1,0
2020-01-31,CA,3,0
2020-01-31,IL,2,0
2020-01-31,WA,1,0
2020-02-01,AZ,1,0
2020-02-01,CA,3,0
2020-02-01,IL,2,0
2020-02-01,MA,1,0
2020-02-01,WA,1,0
2020-02-02,AZ,1,0
2020-02-02,CA,6,0
2020-02-02,IL,2,0
2020-02-02,MA,1,0
2020-02-02,WA,1,0
2020-02-03,AZ,1,0
2020-02-03,CA,6,0
2020-02-03,IL,2,0
2020-02-03,MA,1,0
2020-02-03,WA,1,0
2020-02-04,AZ,1,0
2020-02-04,CA,6,0
2020-02-04,IL,2,0
2020-02-04,MA,1,0
2020-02-04,WA,1,0
2020-02-05,AZ,1,0
2020-02-05,CA,6,0
2020-02-05,IL,2,0
2020-02-05,MA,1,0
2020-02-05,WA,1,0
2020-02-05,WI,1,0
2020-02-06,AZ,1,0
2020-02-06,CA,6,0
2020-02-06,IL,2,0
2020-02-06,MA,1,0
2020-02-06,WA,1,0
2020-02-06,WI,1,0
2020-02-07,AZ,1,0
2020-02-07,CA,6,0
2020-02-07,IL,2,0
2020-02-07,MA,1,0
2020-02-07,WA,1,0
2020-02-07,WI,1,0
2020-02-08,AZ,1,0
2020-02-08,CA,6,0
2020-02-08,IL,2,0
2020-02-08,MA,1,0
2020-02-08,WA,1,0
2020-02-08,WI,1,0
2020-02-09,AZ,1,0
2020-02-09,CA,6,0
2020-02-09,IL,2,0
2020-02-09,MA,1,0
2020-02-09,WA,1,0
2020-02-09,WI,1,0
2020-02-10,AZ,1,0
2020-02-10,CA,7,0
2020-02-10,IL,2,0
2020-02-10,MA,1,0
2020-02-10,WA,1,0
2020-02-10,WI,1,0
2020-02-11,AZ,1,0
2020-02-11,CA,7,0
2020-02-11,IL,2,0
2020-02-11,MA,1,0
2020-02-11,WA,1,0
2020-02-11,WI,1,0
2020-02-12,AZ,1,0
2020-02-12,CA,7,0
2020-02-12,IL,2,0
2020-02-12,MA,1,0
2020-02-12,TX,1,0
2020-02-12,WA,1,0
2020-02-12,WI,1,0
2020-02-13,AZ,1,0
2020-02-13,CA,7,0
2020-02-13,IL,2,0
2020-02-13,MA,1,0
2020-02-13,TX,2,0
2020-02-13,WA,1,0
2020-02-13,WI,1,0
2020-02-14,AZ,1,0
2020-02-14,CA,7,0
2020-02-14,IL,2,0
2020-02-14,MA,1,0
2020-02-14,TX,2,0
2020-02-14,WA,1,0
2020-02-14,WI,1,0
2020-02-15,AZ,1,0
2020-02-15,CA,7,0
2020-02-15,IL,2,0
2020-02-15,MA,1,0
2020-02-15,TX,2,0
2020-02-15,WA,1,0
2020-02-15,WI,1,0
2020-02-16,AZ,1,0
2020-02-16,CA,7,0
2020-02-16,IL,2,0
2020-02-16,MA,1,0
2020-02-16,TX,2,0
2020-02-16,WA,1,0
2020-02-16,WI,1,0
2020-02-17,AZ,1,0
2020-02-17,CA,7,0
2020-02-17,IL,2,0
2020-02-17,MA,1,0
2020-02-17,NE,10,0
2020-02-17,TX,2,0
2020-02-17,WA,1,0
2020-02-17,WI,1,0
2020-02-18,AZ,1,0
2020-02-18,CA,7,0
2020-02-18,IL,2,0
2020-02-18,MA,1,0
2020-02-18,NE,10,0
2020-02-18,TX,2,0
2020-02-18,WA,1,0
2020-02-18,WI,1,0
2020-02-19,AZ,1,0
2020-02-19,CA,7,0
2020-02-19,IL,2,0
2020-02-19,MA,1,0
2020-02-19,NE,10,0
2020-02-19,TX,2,0
2020-02-19,WA,1,0
2020-02-19,WI,1,0
2020-02-20,AZ,1,0
2020-02-20,CA,8,0
2020-02-20,IL,2,0
2020-02-20,MA,1,0
2020-02-20,NE,11,0
2020-02-20,TX,2,0
2020-02-20,WA,1,0
2020-02-20,WI,1,0
2020-02-21,AZ,1,0
2020-02-21,CA,9,0
2020-02-21,IL,2,0
2020-02-21,MA,1,0
2020-02-21,NE,11,0
2020-02-21,TX,4,0
2020-02-21,WA,1,0
2020-02-21,WI,1,0
2020-02-22,AZ,1,0
2020-02-22,CA,9,0
2020-02-22,IL,2,0
2020-02-22,MA,1,0
2020-02-22,NE,11,0
2020-02-22,TX,4,0
2020-02-22,WA,1,0
2020-02-22,WI,1,0
2020-02-23,AZ,1,0
2020-02-23,CA,9,0
2020-02-23,IL,2,0
2020-02-23,MA,1,0
2020-02-23,NE,11,0
2020-02-23,TX,4,0
2020-02-23,WA,1,0
2020-02-23,WI,1,0
2020-02-24,AZ,1,0
2020-02-24,CA,11,0
2020-02-24,IL,2,0
2020-02-24,MA,1,0
2020-02-24,NE,12,0
2020-02-24,TX,10,0
2020-02-24,WA,5,0
2020-02-24,WI,1,0
2020-02-25,AZ,1,0
2020-02-25,CA,11,0
2020-02-25,IL,2,0
2020-02-25,MA,1,0
2020-02-25,NE,13,0
2020-02-25,TX,10,0
2020-02-25,UT,1,0
2020-02-25,WA,5,0
2020-02-25,WI,1,0
2020-02-26,AZ,1,0
2020-02-26,CA,26,0
2020-02-26,IL,2,0
2020-02-26,MA,1,0
2020-02-26,NE,13,0
2020-02-26,TX,10,0
2020-02-26,UT,1,0
2020-02-26,WA,5,0
2020-02-26,WI,1,0
2020-02-27,AZ,1,0
2020-02-27,CA,26,0
2020-02-27,IL,2,0
2020-02-27,MA,1,0
2020-02-27,NE,13,0
2020-02-27,TX,10,0
2020-02-27,UT,1,0
2020-02-27,WA,5,0
2020-02-27,WI,1,0
2020-02-28,AZ,1,0
2020-02-28,CA,27,0
2020-02-28,IL,2,0
2020-02-28,MA,1,0
2020-02-28,NE,13,0
2020-02-28,OR,1,0
2020-02-28,TX,11,0
2020-02-28,UT,1,0
2020-02-28,WA,7,0
2020-02-28,WI,1,0
2020-02-29,AZ,1,0
2020-02-29,CA,28,0
2020-02-29,IL,3,0
2020-02-29,MA,1,0
2020-02-29,NE,13,0
2020-02-29,OR,1,0
2020-02-29,TX,11,0
2020-02-29,UT,1,0
2020-02-29,WA,10,1
2020-02-29,WI,1,0
2020-03-01,AZ,1,0
2020-03-01,CA,33,0
2020-03-01,FL,2,0
2020-03-01,IL,3,0
2020-03-01,MA,1,0
2020-03-01,NE,13,0
2020-03-01,NY,1,0
2020-03-01,OR,2,0
2020-03-01,RI,2,0
2020-03-01,TX,11,0
2020-03-01,UT,1,0
2020-03-01,WA,17,3
2020-03-01,WI,1,0
2020-03-02,AZ,1,0
2020-03-02,CA,38,0
2020-03-02,FL,2,0
2020-03-02,GA,2,0
2020-03-02,IL,4,0
2020-03-02,MA,2,0
2020-03-02,NE,13,0
2020-03-02,NH,1,0
2020-03-02,NY,1,0
2020-03-02,OR,2,0
2020-03-02,RI,2,0
2020-03-02,TX,11,0
2020-03-02,UT,1,0
2020-03-02,WA,23,6
2020-03-02,WI,1,0
2020-03-03,AZ,2,0
2020-03-03,CA,45,0
2020-03-03,FL,3,0
2020-03-03,GA,2,0
2020-03-03,IL,4,0
2020-03-03,MA,2,0
2020-03-03,NE,13,0
2020-03-03,NH,2,0
2020-03-03,NY,2,0
2020-03-03,NC,1,0
2020-03-03,OR,2,0
2020-03-03,RI,2,0
2020-03-03,TX,11,0
2020-03-03,UT,1,0
2020-03-03,WA,32,10
2020-03-03,WI,1,0
2020-03-04,AZ,2,0
2020-03-04,CA,55,1
2020-03-04,FL,3,0
2020-03-04,GA,2,0
2020-03-04,IL,4,0
2020-03-04,MA,2,0
2020-03-04,NE,13,0
2020-03-04,NH,2,0
2020-03-04,NJ,1,0
2020-03-04,NY,11,0
2020-03-04,NC,1,0
2020-03-04,OR,2,0
2020-03-04,RI,2,0
2020-03-04,TX,12,0
2020-03-04,UT,1,0
2020-03-04,WA,47,11
2020-03-04,WI,1,0
2020-03-05,AZ,2,0
2020-03-05,CA,67,1
2020-03-05,CO,2,0
2020-03-05,FL,4,0
2020-03-05,GA,2,0
2020-03-05,IL,5,0
2020-03-05,MD,3,0
2020-03-05,MA,3,0
2020-03-05,NE,13,0
2020-03-05,NV,2,0
2020-03-05,NH,2,0
2020-03-05,NJ,2,0
2020-03-05,NY,22,0
2020-03-05,NC,1,0
2020-03-05,OR,2,0
2020-03-05,RI,2,0
2020-03-05,TN,1,0
2020-03-05,TX,16,0
2020-03-05,UT,1,0
2020-03-05,WA,75,11
2020-03-05,WI,1,0
2020-03-06,AZ,3,0
2020-03-06,CA,81,1
2020-03-06,CO,8,0
2020-03-06,FL,7,2
2020-03-06,GA,3,0
2020-03-06,HI,1,0
2020-03-06,IL,6,0
2020-03-06,IN,1,0
2020-03-06,KY,1,0
2020-03-06,MD,3,0
2020-03-06,MA,8,0
2020-03-06,MN,1,0
2020-03-06,NE,14,0
2020-03-06,NV,2,0
2020-03-06,NH,2,0
2020-03-06,NJ,4,0
2020-03-06,NY,44,0
2020-03-06,NC,2,0
2020-03-06,OK,1,0
2020-03-06,OR,2,0
2020-03-06,PA,2,0
2020-03-06,RI,3,0
2020-03-06,SC,2,0
2020-03-06,TN,1,0
2020-03-06,TX,19,0
2020-03-06,UT,3,0
2020-03-06,WA,86,12
2020-03-06,WI,1,0
2020-03-07,AZ,5,0
2020-03-07,CA,100,1
2020-03-07,CO,8,0
2020-03-07,dc,1,0
2020-03-07,FL,12,2
2020-03-07,GA,7,0
2020-03-07,HI,1,0
2020-03-07,IL,6,0
2020-03-07,IN,1,0
2020-03-07,KS,1,0
2020-03-07,KY,1,0
2020-03-07,MD,3,0
2020-03-07,MA,13,0
2020-03-07,MN,1,0
2020-03-07,MO,1,0
2020-03-07,NE,14,0
2020-03-07,NV,2,0
2020-03-07,NH,4,0
2020-03-07,NJ,4,0
2020-03-07,NY,89,0
2020-03-07,NC,2,0
2020-03-07,OK,1,0
2020-03-07,OR,6,0
2020-03-07,PA,4,0
2020-03-07,RI,3,0
2020-03-07,SC,2,0
2020-03-07,TN,1,0
2020-03-07,TX,19,0
2020-03-07,UT,3,0
2020-03-07,VT,1,0
2020-03-07,VA,1,0
2020-03-07,WA,110,16
2020-03-07,WI,1,0
2020-03-08,AZ,5,0
2020-03-08,CA,112,1
2020-03-08,CO,8,0
2020-03-08,CT,1,0
2020-03-08,dc,1,0
2020-03-08,FL,13,2
2020-03-08,GA,11,0
2020-03-08,HI,2,0
2020-03-08,IL,7,0
2020-03-08,IN,2,0
2020-03-08,IA,3,0
2020-03-08,KS,1,0
2020-03-08,KY,4,0
2020-03-08,MD,5,0
2020-03-08,MA,28,0
2020-03-08,MN,2,0
2020-03-08,MO,1,0
2020-03-08,NE,16,0
2020-03-08,NV,4,0
2020-03-08,NH,4,0
2020-03-08,NJ,6,0
2020-03-08,NY,106,0
2020-03-08,NC,2,0
2020-03-08,OK,1,0
2020-03-08,OR,13,0
2020-03-08,PA,6,0
2020-03-08,RI,3,0
2020-03-08,SC,6,0
2020-03-08,TN,3,0
2020-03-08,TX,23,0
2020-03-08,UT,3,0
2020-03-08,VT,1,0
2020-03-08,VA,2,0
2020-03-08,WA,141,19
2020-03-08,WI,1,0
2020-03-09,AZ,6,0
2020-03-09,CA,172,2
2020-03-09,CO,12,0
2020-03-09,CT,2,0
2020-03-09,dc,4,0
2020-03-09,FL,14,2
2020-03-09,GA,17,0
2020-03-09,HI,2,0
2020-03-09,IL,11,0
2020-03-09,IN,4,0
2020-03-09,IA,8,0
2020-03-09,KS,1,0
2020-03-09,KY,5,0
2020-03-09,LA,1,0
2020-03-09,MD,6,0
2020-03-09,MA,41,0
2020-03-09,MN,2,0
2020-03-09,MO,1,0
2020-03-09,NE,16,0
2020-03-09,NV,4,0
2020-03-09,NH,4,0
2020-03-09,NJ,11,0
2020-03-09,NY,142,0
2020-03-09,NC,7,0
2020-03-09,OH,3,0
2020-03-09,OK,1,0
2020-03-09,OR,13,0
2020-03-09,PA,10,0
2020-03-09,RI,3,0
2020-03-09,SC,7,0
2020-03-09,TN,4,0
2020-03-09,TX,24,0
2020-03-09,UT,3,0
2020-03-09,VT,1,0
2020-03-09,VA,5,0
2020-03-09,WA,179,22
2020-03-09,WI,2,0
2020-03-10,AZ,6,0
2020-03-10,CA,179,3
2020-03-10,CO,17,0
2020-03-10,CT,2,0
2020-03-10,dc,4,0
2020-03-10,FL,23,2
2020-03-10,GA,22,0
2020-03-10,HI,2,0
2020-03-10,IL,19,0
2020-03-10,IN,6,0
2020-03-10,IA,13,0
2020-03-10,KS,1,0
2020-03-10,KY,7,0
2020-03-10,LA,6,0
2020-03-10,MD,9,0
2020-03-10,MA,92,0
2020-03-10,MI,2,0
2020-03-10,MN,3,0
2020-03-10,MO,1,0
2020-03-10,NE,17,0
2020-03-10,NV,4,0
2020-03-10,NH,5,0
2020-03-10,NJ,15,1
2020-03-10,NY,173,0
2020-03-10,NC,7,0
2020-03-10,OH,3,0
2020-03-10,OK,2,0
2020-03-10,OR,14,0
2020-03-10,PA,12,0
2020-03-10,RI,5,0
2020-03-10,SC,9,0
2020-03-10,SD,5,1
2020-03-10,TN,7,0
2020-03-10,TX,31,0
2020-03-10,UT,4,0
2020-03-10,VT,1,0
2020-03-10,VA,8,0
2020-03-10,WA,279,24
2020-03-10,WI,3,0
2020-03-11,AZ,9,0
2020-03-11,AR,1,0
2020-03-11,CA,202,4
2020-03-11,CO,34,0
2020-03-11,CT,3,0
2020-03-11,DE,1,0
2020-03-11,dc,10,0
2020-03-11,FL,26,2
2020-03-11,GA,31,0
2020-03-11,HI,2,0
2020-03-11,IL,25,0
2020-03-11,IN,11,0
2020-03-11,IA,14,0
2020-03-11,KS,1,0
2020-03-11,KY,7,0
2020-03-11,LA,13,0
2020-03-11,MD,13,0
2020-03-11,MA,95,0
2020-03-11,MI,2,0
2020-03-11,MN,5,0
2020-03-11,MS,1,0
2020-03-11,MO,1,0
2020-03-11,NE,23,0
2020-03-11,NV,7,0
2020-03-11,NH,5,0
2020-03-11,NJ,23,1
2020-03-11,NM,4,0
2020-03-11,NY,217,0
2020-03-11,NC,8,0
2020-03-11,ND,1,0
2020-03-11,OH,4,0
2020-03-11,OK,2,0
2020-03-11,OR,20,0
2020-03-11,PA,16,0
2020-03-11,RI,5,0
2020-03-11,SC,10,0
2020-03-11,SD,8,1
2020-03-11,TN,8,0
2020-03-11,TX,33,0
2020-03-11,UT,5,0
2020-03-11,VT,2,0
2020-03-11,VA,10,0
2020-03-11,WA,338,29
2020-03-11,WI,6,0
2020-03-11,WY,1,0
2020-03-12,AK,1,0
2020-03-12,AZ,9,0
2020-03-12,AR,6,0
2020-03-12,CA,252,4
2020-03-12,CO,49,1
2020-03-12,CT,6,0
2020-03-12,DE,4,0
2020-03-12,dc,10,0
2020-03-12,FL,46,2
2020-03-12,GA,31,1
2020-03-12,HI,2,0
2020-03-12,IL,32,0
2020-03-12,IN,12,0
2020-03-12,IA,16,0
2020-03-12,KS,5,1
2020-03-12,KY,11,0
2020-03-12,LA,14,0
2020-03-12,ME,1,0
2020-03-12,MD,13,0
2020-03-12,MA,108,0
2020-03-12,MI,12,0
2020-03-12,MN,9,0
2020-03-12,MS,1,0
2020-03-12,MO,2,0
2020-03-12,NE,24,0
2020-03-12,NV,11,0
2020-03-12,NH,6,0
2020-03-12,NJ,29,1
2020-03-12,NM,6,0
2020-03-12,NY,326,0
2020-03-12,NC,16,0
2020-03-12,ND,1,0
2020-03-12,OH,5,0
2020-03-12,OK,2,0
2020-03-12,OR,30,0
2020-03-12,PA,22,0
2020-03-12,RI,5,0
2020-03-12,SC,12,0
2020-03-12,SD,8,1
2020-03-12,TN,18,0
2020-03-12,TX,41,0
2020-03-12,UT,7,0
2020-03-12,VT,2,0
2020-03-12,VA,17,0
2020-03-12,WA,419,32
2020-03-12,WI,8,0
2020-03-12,WY,1,0
2020-03-13,AL,6,0
2020-03-13,AK,1,0
2020-03-13,AZ,9,0
2020-03-13,AR,7,0
2020-03-13,CA,320,5
2020-03-13,CO,78,2
2020-03-13,CT,11,0
2020-03-13,DE,4,0
2020-03-13,dc,10,0
2020-03-13,FL,70,2
2020-03-13,GA,41,1
2020-03-13,HI,2,0
2020-03-13,ID,1,0
2020-03-13,IL,46,0
2020-03-13,IN,12,0
2020-03-13,IA,17,0
2020-03-13,KS,6,1
2020-03-13,KY,11,0
2020-03-13,LA,36,0
2020-03-13,ME,2,0
2020-03-13,MD,18,0
2020-03-13,MA,123,0
2020-03-13,MI,25,0
2020-03-13,MN,14,0
2020-03-13,MS,6,0
2020-03-13,MO,4,0
2020-03-13,MT,4,0
2020-03-13,NE,27,0
2020-03-13,NV,19,0
2020-03-13,NH,7,0
2020-03-13,NJ,50,1
2020-03-13,NM,10,0
2020-03-13,NY,421,0
2020-03-13,NC,18,0
2020-03-13,ND,1,0
2020-03-13,OH,13,0
2020-03-13,OK,3,0
2020-03-13,OR,30,0
2020-03-13,PA,41,0
2020-03-13,,3,0
2020-03-13,RI,20,0
2020-03-13,SC,13,0
2020-03-13,SD,9,1
2020-03-13,TN,26,0
2020-03-13,TX,58,0
2020-03-13,UT,7,0
2020-03-13,VT,2,0
2020-03-13,VA,30,0
2020-03-13,WA,511,37
2020-03-13,WI,19,0
2020-03-13,WY,2,0
2020-03-14,AL,12,0
2020-03-14,AK,1,0
2020-03-14,AZ,12,0
2020-03-14,AR,9,0
2020-03-14,CA,381,5
2020-03-14,CO,103,2
2020-03-14,CT,20,0
2020-03-14,DE,4,0
2020-03-14,dc,16,0
2020-03-14,FL,70,3
2020-03-14,GA,65,1
2020-03-14,HI,4,0
2020-03-14,ID,5,0
2020-03-14,IL,66,0
2020-03-14,IN,15,0
2020-03-14,IA,18,0
2020-03-14,KS,8,1
2020-03-14,KY,18,0
2020-03-14,LA,77,1
2020-03-14,ME,3,0
2020-03-14,MD,27,0
2020-03-14,MA,138,0
2020-03-14,MI,33,0
2020-03-14,MN,21,0
2020-03-14,MS,6,0
2020-03-14,MO,5,0
2020-03-14,MT,6,0
2020-03-14,NE,29,0
2020-03-14,NV,21,0
2020-03-14,NH,7,0
2020-03-14,NJ,75,2
2020-03-14,NM,13,0
2020-03-14,NY,610,2
2020-03-14,NC,25,0
2020-03-14,ND,1,0
2020-03-14,OH,26,0
2020-03-14,OK,4,0
2020-03-14,OR,36,1
2020-03-14,PA,47,0
2020-03-14,,4,0
2020-03-14,RI,20,0
2020-03-14,SC,19,0
2020-03-14,SD,9,1
2020-03-14,TN,32,0
2020-03-14,TX,69,0
2020-03-14,UT,21,0
2020-03-14,VT,5,0
2020-03-14,,1,0
2020-03-14,VA,42,1
2020-03-14,WA,609,40
2020-03-14,WI,27,0
2020-03-14,WY,3,0
2020-03-15,AL,23,0
2020-03-15,AK,1,0
2020-03-15,AZ,13,0
2020-03-15,AR,16,0
2020-03-15,CA,478,6
2020-03-15,CO,136,2
2020-03-15,CT,26,0
2020-03-15,DE,7,0
2020-03-15,dc,17,0
2020-03-15,FL,109,3
2020-03-15,GA,97,1
2020-03-15,,3,0
2020-03-15,HI,7,0
2020-03-15,ID,5,0
2020-03-15,IL,94,0
2020-03-15,IN,19,0
2020-03-15,IA,22,0
2020-03-15,KS,9,1
2020-03-15,KY,21,0
2020-03-15,LA,103,2
2020-03-15,ME,12,0
2020-03-15,MD,32,0
2020-03-15,MA,164,0
2020-03-15,MI,53,0
2020-03-15,MN,35,0
2020-03-15,MS,10,0
2020-03-15,MO,5,0
2020-03-15,MT,6,0
2020-03-15,NE,31,0
2020-03-15,NV,26,0
2020-03-15,NH,13,0
2020-03-15,NJ,98,2
2020-03-15,NM,17,0
2020-03-15,NY,732,6
2020-03-15,NC,32,0
2020-03-15,ND,1,0
2020-03-15,OH,37,0
2020-03-15,OK,8,0
2020-03-15,OR,39,1
2020-03-15,PA,68,0
2020-03-15,,5,0
2020-03-15,RI,20,0
2020-03-15,SC,28,0
2020-03-15,SD,9,1
2020-03-15,TN,39,0
2020-03-15,TX,80,0
2020-03-15,UT,29,0
2020-03-15,VT,8,0
2020-03-15,,1,0
2020-03-15,VA,45,1
2020-03-15,WA,675,42
2020-03-15,WI,33,0
2020-03-15,WY,3,0
2020-03-16,AL,29,0
2020-03-16,AK,3,0
2020-03-16,AZ,18,0
2020-03-16,AR,22,0
2020-03-16,CA,588,11
2020-03-16,CO,161,2
2020-03-16,CT,41,0
2020-03-16,DE,8,0
2020-03-16,dc,22,0
2020-03-16,FL,141,4
2020-03-16,GA,118,1
2020-03-16,,3,0
2020-03-16,HI,10,0
2020-03-16,ID,5,0
2020-03-16,IL,104,0
2020-03-16,IN,24,1
2020-03-16,IA,22,0
2020-03-16,KS,11,1
2020-03-16,KY,22,1
2020-03-16,LA,137,3
2020-03-16,ME,17,0
2020-03-16,MD,39,0
2020-03-16,MA,197,0
2020-03-16,MI,54,0
2020-03-16,MN,54,0
2020-03-16,MS,12,0
2020-03-16,MO,9,0
2020-03-16,MT,8,0
2020-03-16,NE,33,0
2020-03-16,NV,45,1
2020-03-16,NH,17,0
2020-03-16,NJ,176,3
2020-03-16,NM,21,0
2020-03-16,NY,950,10
2020-03-16,NC,34,0
2020-03-16,ND,1,0
2020-03-16,OH,50,0
2020-03-16,OK,10,0
2020-03-16,OR,46,1
2020-03-16,PA,81,0
2020-03-16,,5,0
2020-03-16,RI,21,0
2020-03-16,SC,33,1
2020-03-16,SD,10,1
2020-03-16,TN,52,0
2020-03-16,TX,87,1
2020-03-16,UT,40,0
2020-03-16,VT,12,0
2020-03-16,,2,0
2020-03-16,VA,51,1
2020-03-16,WA,794,48
2020-03-16,WI,47,0
2020-03-16,WY,10,0
2020-03-17,AL,39,0
2020-03-17,AK,6,0
2020-03-17,AZ,20,0
2020-03-17,AR,22,0
2020-03-17,CA,732,14
2020-03-17,CO,183,3
2020-03-17,CT,68,0
2020-03-17,DE,16,0
2020-03-17,dc,31,0
2020-03-17,FL,210,6
2020-03-17,GA,142,1
2020-03-17,,3,0
2020-03-17,HI,14,0
2020-03-17,ID,9,0
2020-03-17,IL,159,1
2020-03-17,IN,30,2
2020-03-17,IA,29,0
2020-03-17,KS,17,1
2020-03-17,KY,26,1
2020-03-17,LA,196,5
2020-03-17,ME,32,0
2020-03-17,MD,57,0
2020-03-17,MA,218,0
2020-03-17,MI,65,0
2020-03-17,MN,60,0
2020-03-17,MS,21,0
2020-03-17,MO,16,0
2020-03-17,MT,8,0
2020-03-17,NE,36,0
2020-03-17,NV,55,1
2020-03-17,NH,26,0
2020-03-17,NJ,268,3
2020-03-17,NM,23,0
2020-03-17,NY,1375,18
2020-03-17,NC,42,0
2020-03-17,ND,5,0
2020-03-17,OH,67,0
2020-03-17,OK,18,0
2020-03-17,OR,66,2
2020-03-17,PA,101,0
2020-03-17,,5,0
2020-03-17,RI,23,0
2020-03-17,SC,47,1
2020-03-17,SD,11,1
2020-03-17,TN,73,0
2020-03-17,TX,106,1
2020-03-17,UT,51,0
2020-03-17,VT,14,0
2020-03-17,,2,0
2020-03-17,VA,67,2
2020-03-17,WA,908,54
2020-03-17,WV,1,0
2020-03-17,WI,72,0
2020-03-17,WY,15,0
2020-03-18,AL,51,0
2020-03-18,AK,9,0
2020-03-18,AZ,28,0
2020-03-18,AR,33,0
2020-03-18,CA,893,17
2020-03-18,CO,216,3
2020-03-18,CT,96,1
2020-03-18,DE,26,0
2020-03-18,dc,36,0
2020-03-18,FL,326,7
2020-03-18,GA,193,3
2020-03-18,,8,0
2020-03-18,HI,16,0
2020-03-18,ID,11,0
2020-03-18,IL,286,1
2020-03-18,IN,39,2
2020-03-18,IA,38,0
2020-03-18,KS,22,1
2020-03-18,KY,35,1
2020-03-18,LA,280,7
2020-03-18,ME,43,0
2020-03-18,MD,85,1
2020-03-18,MA,256,0
2020-03-18,MI,80,1
2020-03-18,MN,77,0
2020-03-18,MS,34,0
2020-03-18,MO,21,1
2020-03-18,MT,12,0
2020-03-18,NE,43,0
2020-03-18,NV,82,1
2020-03-18,NH,39,0
2020-03-18,NJ,427,5
2020-03-18,NM,28,0
2020-03-18,NY,2387,32
2020-03-18,NC,66,0
2020-03-18,ND,7,0
2020-03-18,OH,90,0
2020-03-18,OK,29,0
2020-03-18,OR,74,3
2020-03-18,PA,139,1
2020-03-18,,5,0
2020-03-18,RI,33,0
2020-03-18,SC,60,1
2020-03-18,SD,11,1
2020-03-18,TN,98,0
2020-03-18,TX,166,2
2020-03-18,UT,65,0
2020-03-18,VT,19,0
2020-03-18,,3,0
2020-03-18,VA,78,2
2020-03-18,WA,1026,68
2020-03-18,WV,2,0
2020-03-18,WI,106,0
2020-03-18,WY,17,0
2020-03-19,AL,78,0
2020-03-19,AK,12,0
2020-03-19,AZ,47,0
2020-03-19,AR,62,0
2020-03-19,CA,1067,19
2020-03-19,CO,278,5
2020-03-19,CT,159,4
2020-03-19,DE,30,0
2020-03-19,dc,39,0
2020-03-19,FL,434,8
2020-03-19,GA,282,10
2020-03-19,,12,0
2020-03-19,HI,26,0
2020-03-19,ID,23,0
2020-03-19,IL,420,4
2020-03-19,IN,56,2
2020-03-19,IA,44,0
2020-03-19,KS,35,1
2020-03-19,KY,47,2
2020-03-19,LA,392,10
2020-03-19,ME,52,0
2020-03-19,MD,108,1
2020-03-19,MA,328,0
2020-03-19,MI,334,3
2020-03-19,MN,89,0
2020-03-19,MS,50,1
2020-03-19,MO,35,1
2020-03-19,MT,19,0
2020-03-19,NE,47,0
2020-03-19,NV,99,1
2020-03-19,NH,44,0
2020-03-19,NJ,735,9
2020-03-19,NM,35,0
2020-03-19,NY,4161,39
2020-03-19,NC,104,0
2020-03-19,ND,19,0
2020-03-19,OH,120,0
2020-03-19,OK,44,1
2020-03-19,OR,87,3
2020-03-19,PA,187,1
2020-03-19,,6,0
2020-03-19,RI,44,0
2020-03-19,SC,81,1
2020-03-19,SD,14,1
2020-03-19,TN,155,0
2020-03-19,TX,248,4
2020-03-19,UT,80,0
2020-03-19,VT,22,2
2020-03-19,,3,0
2020-03-19,VA,94,2
2020-03-19,WA,1228,75
2020-03-19,WV,5,0
2020-03-19,WI,155,2
2020-03-19,WY,18,0
2020-03-20,AL,106,0
2020-03-20,AK,14,0
2020-03-20,AZ,70,1
2020-03-20,AR,100,0
2020-03-20,CA,1283,24
2020-03-20,CO,364,5
2020-03-20,CT,194,4
2020-03-20,DE,39,0
2020-03-20,dc,71,0
2020-03-20,FL,564,9
2020-03-20,GA,482,14
2020-03-20,,14,0
2020-03-20,HI,37,0
2020-03-20,ID,31,0
2020-03-20,IL,583,5
2020-03-20,IN,81,5
2020-03-20,IA,45,0
2020-03-20,KS,49,1
2020-03-20,KY,63,2
2020-03-20,LA,537,10
2020-03-20,ME,57,0
2020-03-20,MD,150,2
2020-03-20,MA,413,1
2020-03-20,MI,548,4
2020-03-20,MN,115,0
2020-03-20,MS,80,1
2020-03-20,MO,73,3
2020-03-20,MT,19,0
2020-03-20,NE,53,0
2020-03-20,NV,165,2
2020-03-20,NH,55,0
2020-03-20,NJ,896,11
2020-03-20,NM,43,0
2020-03-20,NY,7113,68
2020-03-20,NC,144,0
2020-03-20,ND,27,0
2020-03-20,OH,169,1
2020-03-20,OK,49,1
2020-03-20,OR,114,3
